ENSG00000177553	RP11-56N19.5	Gene Expression
ENSG00000177000	MTHFR	Gene Expression
ENSG00000011021	CLCN6	Gene Expression
ENSG00000242349	NPPA-AS1	Gene Expression
ENSG00000175206	NPPA	Gene Expression
ENSG00000120937	NPPB	Gene Expression
ENSG00000116685	KIAA2013	Gene Expression
ENSG00000083444	PLOD1	Gene Expression
ENSG00000116688	MFN2	Gene Expression
ENSG00000116691	MIIP	Gene Expression
ENSG00000120949	TNFRSF8	Gene Expression
ENSG00000028137	TNFRSF1B	Gene Expression
ENSG00000048707	VPS13D	Gene Expression
ENSG00000229484	RP5-888M10.2	Gene Expression
ENSG00000162496	DHRS3	Gene Expression
ENSG00000272482	RP11-474O21.5	Gene Expression
ENSG00000204518	AADACL4	Gene Expression
ENSG00000188984	AADACL3	Gene Expression
ENSG00000157330	C1orf158	Gene Expression
ENSG00000116726	PRAMEF12	Gene Expression
ENSG00000116721	PRAMEF1	Gene Expression
ENSG00000228338	RP5-845O24.8	Gene Expression
ENSG00000204513	PRAMEF11	Gene Expression
ENSG00000179172	HNRNPCL1	Gene Expression
ENSG00000120952	PRAMEF2	Gene Expression
ENSG00000243073	PRAMEF4	Gene Expression
ENSG00000187545	PRAMEF10	Gene Expression
ENSG00000204510	PRAMEF7	Gene Expression
ENSG00000232423	PRAMEF6	Gene Expression
ENSG00000204508	PRAMEF22	Gene Expression
ENSG00000239810	WI2-3308P17.2	Gene Expression
ENSG00000233336	RP13-221M14.2	Gene Expression
ENSG00000229571	PRAMEF26	Gene Expression
ENSG00000204503	PRAMEF3	Gene Expression
ENSG00000204502	PRAMEF5	Gene Expression
ENSG00000182330	PRAMEF8	Gene Expression
ENSG00000204501	PRAMEF9	Gene Expression
ENSG00000228229	RP11-219C24.10	Gene Expression
ENSG00000204495	PRAMEF13	Gene Expression
ENSG00000204491	PRAMEF18	Gene Expression
ENSG00000204488	PRAMEF16	Gene Expression
ENSG00000204486	PRAMEF21	Gene Expression
ENSG00000157358	PRAMEF15	Gene Expression
ENSG00000204481	PRAMEF14	Gene Expression
ENSG00000204480	PRAMEF19	Gene Expression
ENSG00000204479	PRAMEF17	Gene Expression
ENSG00000204478	PRAMEF20	Gene Expression
ENSG00000162494	LRRC38	Gene Expression
ENSG00000259961	RP4-597A16.2	Gene Expression
ENSG00000162493	PDPN	Gene Expression
ENSG00000237445	CTA-520D8.2	Gene Expression
ENSG00000116731	PRDM2	Gene Expression
ENSG00000231606	RP11-344F13.1	Gene Expression
ENSG00000234593	RP4-704D23.1	Gene Expression
ENSG00000189337	KAZN	Gene Expression
ENSG00000171729	TMEM51	Gene Expression
ENSG00000204464	C1orf195	Gene Expression
ENSG00000142621	FHAD1	Gene Expression
ENSG00000233485	RP3-467K16.2	Gene Expression
ENSG00000236045	RP3-467K16.7	Gene Expression
ENSG00000228140	RP3-467K16.4	Gene Expression
ENSG00000142634	EFHD2	Gene Expression
ENSG00000162438	CTRC	Gene Expression
ENSG00000142615	CELA2A	Gene Expression
ENSG00000215704	CELA2B	Gene Expression
ENSG00000132906	CASP9	Gene Expression
ENSG00000116138	DNAJC16	Gene Expression
ENSG00000272510	RP4-680D5.8	Gene Expression
ENSG00000116771	AGMAT	Gene Expression
ENSG00000237301	RP4-680D5.2	Gene Expression
ENSG00000197312	DDI2	Gene Expression
ENSG00000215695	RSC1A1	Gene Expression
ENSG00000271742	RP4-680D5.9	Gene Expression
ENSG00000116786	PLEKHM2	Gene Expression
ENSG00000237938	RP11-288I21.1	Gene Expression
ENSG00000162461	SLC25A34	Gene Expression
ENSG00000224459	RP11-169K16.4	Gene Expression
ENSG00000162460	TMEM82	Gene Expression
ENSG00000162458	FBLIM1	Gene Expression
ENSG00000179743	RP11-169K16.9	Gene Expression
ENSG00000065526	SPEN	Gene Expression
ENSG00000116809	ZBTB17	Gene Expression
ENSG00000183888	C1orf64	Gene Expression
ENSG00000233078	RP11-5P18.5	Gene Expression
ENSG00000173641	HSPB7	Gene Expression
ENSG00000186510	CLCNKA	Gene Expression
ENSG00000184908	CLCNKB	Gene Expression
ENSG00000185519	FAM131C	Gene Expression
ENSG00000142627	EPHA2	Gene Expression
ENSG00000227959	RP11-276H7.2	Gene Expression
ENSG00000224621	RP11-276H7.3	Gene Expression
ENSG00000234166	ARHGEF19-AS1	Gene Expression
ENSG00000142632	ARHGEF19	Gene Expression
ENSG00000204377	C1orf134	Gene Expression
ENSG00000132881	RSG1	Gene Expression
ENSG00000037637	FBXO42	Gene Expression
ENSG00000055070	SZRD1	Gene Expression
ENSG00000187144	SPATA21	Gene Expression
ENSG00000157191	NECAP2	Gene Expression
ENSG00000226029	RP4-798A10.2	Gene Expression
ENSG00000261135	RP4-798A10.7	Gene Expression
ENSG00000224174	RP4-798A10.4	Gene Expression
ENSG00000233421	U1	Gene Expression
ENSG00000268674	FAM231B	Gene Expression
ENSG00000219481	NBPF1	Gene Expression
ENSG00000271732	RP5-1182A14.5	Gene Expression
ENSG00000215908	CROCCP2	Gene Expression
ENSG00000237847	FAM231A	Gene Expression
ENSG00000268991	FAM231C	Gene Expression
ENSG00000058453	CROCC	Gene Expression
ENSG00000223643	RP11-108M9.1	Gene Expression
ENSG00000230239	RP11-108M9.2	Gene Expression
ENSG00000228549	U1	Gene Expression
ENSG00000238142	RP11-108M9.4	Gene Expression
ENSG00000272426	RP11-108M9.6	Gene Expression
ENSG00000117122	MFAP2	Gene Expression
ENSG00000226526	RP1-37C10.3	Gene Expression
ENSG00000159363	ATP13A2	Gene Expression
ENSG00000117118	SDHB	Gene Expression
ENSG00000117115	PADI2	Gene Expression
ENSG00000204362	RP11-380J14.1	Gene Expression
ENSG00000142623	PADI1	Gene Expression
ENSG00000142619	PADI3	Gene Expression
ENSG00000159339	PADI4	Gene Expression
ENSG00000269468	AC004824.2	Gene Expression
ENSG00000227751	RP1-20B21.4	Gene Expression
ENSG00000179051	RCC2	Gene Expression
ENSG00000074964	ARHGEF10L	Gene Expression
ENSG00000236648	RP11-473A10.2	Gene Expression
ENSG00000117148	ACTL8	Gene Expression
ENSG00000261781	RP11-174G17.2	Gene Expression
ENSG00000117154	IGSF21	Gene Expression
ENSG00000230035	RP11-174G17	Gene Expression
ENSG00000225387	RP11-422P22.1	Gene Expression
ENSG00000179023	KLHDC7A	Gene Expression
ENSG00000009709	PAX7	Gene Expression
ENSG00000179002	TAS1R2	Gene Expression
ENSG00000255275	RP13-279N23.2	Gene Expression
ENSG00000159423	ALDH4A1	Gene Expression
ENSG00000169991	IFFO2	Gene Expression
ENSG00000127481	UBR4	Gene Expression
ENSG00000230424	RP1-43E13.2	Gene Expression
ENSG00000127463	EMC1	Gene Expression
ENSG00000053372	MRTO4	Gene Expression
ENSG00000162482	AKR7A3	Gene Expression
ENSG00000053371	AKR7A2	Gene Expression
ENSG00000040487	PQLC2	Gene Expression
ENSG00000077549	CAPZB	Gene Expression
ENSG00000235185	RP5-1056L3.1	Gene Expression
ENSG00000270136	MINOS1-NBL1	Gene Expression
ENSG00000173436	MINOS1	Gene Expression
ENSG00000158747	NBL1	Gene Expression
ENSG00000158748	HTR6	Gene Expression
ENSG00000162542	TMCO4	Gene Expression
ENSG00000178828	RNF186	Gene Expression
ENSG00000235434	RP11-91K11.2	Gene Expression
ENSG00000169914	OTUD3	Gene Expression
ENSG00000188784	PLA2G2E	Gene Expression
ENSG00000188257	PLA2G2A	Gene Expression
ENSG00000127472	PLA2G5	Gene Expression
ENSG00000117215	PLA2G2D	Gene Expression
ENSG00000158786	PLA2G2F	Gene Expression
ENSG00000227066	RP3-340N1.2	Gene Expression
ENSG00000187980	PLA2G2C	Gene Expression
ENSG00000225986	UBXN10-AS1	Gene Expression
ENSG00000162543	UBXN10	Gene Expression
ENSG00000228105	RP3-340N1.6	Gene Expression
ENSG00000158816	VWA5B1	Gene Expression
ENSG00000226664	RP4-745E8.2	Gene Expression
ENSG00000236963	LINC01141	Gene Expression
ENSG00000226487	RP4-749H3.2	Gene Expression
ENSG00000162545	CAMK2N1	Gene Expression
ENSG00000090432	MUL1	Gene Expression
ENSG00000183114	FAM43B	Gene Expression
ENSG00000158825	CDA	Gene Expression
ENSG00000158828	PINK1	Gene Expression
ENSG00000117242	PINK1-AS	Gene Expression
ENSG00000244038	DDOST	Gene Expression
ENSG00000117245	KIF17	Gene Expression
ENSG00000189410	SH2D5	Gene Expression
ENSG00000233069	RP5-930J4.2	Gene Expression
ENSG00000127483	HP1BP3	Gene Expression
ENSG00000203394	RP5-930J4.4	Gene Expression
ENSG00000075151	EIF4G3	Gene Expression
ENSG00000117298	ECE1	Gene Expression
ENSG00000236936	RP3-329E20.2	Gene Expression
ENSG00000231105	RP5-1071N3.1	Gene Expression
ENSG00000236009	RP11-293F5.1	Gene Expression
ENSG00000142794	NBPF3	Gene Expression
ENSG00000162551	ALPL	Gene Expression
ENSG00000233431	RP11-63N8.3	Gene Expression
ENSG00000076864	RAP1GAP	Gene Expression
ENSG00000090686	USP48	Gene Expression
ENSG00000187942	LDLRAD2	Gene Expression
ENSG00000142798	HSPG2	Gene Expression
ENSG00000219073	CELA3B	Gene Expression
ENSG00000142789	CELA3A	Gene Expression
ENSG00000228397	RP1-224A6.3	Gene Expression
ENSG00000218510	LINC00339	Gene Expression
ENSG00000070831	CDC42	Gene Expression
ENSG00000271840	RP1-224A6.9	Gene Expression
ENSG00000162552	WNT4	Gene Expression
ENSG00000184677	ZBTB40	Gene Expression
ENSG00000070886	EPHA8	Gene Expression
ENSG00000173372	C1QA	Gene Expression
ENSG00000159189	C1QC	Gene Expression
ENSG00000173369	C1QB	Gene Expression
ENSG00000133216	EPHB2	Gene Expression
ENSG00000225952	RP11-69E9.1	Gene Expression
ENSG00000272796	RP1-74M1.3	Gene Expression
ENSG00000215906	LACTBL1	Gene Expression
ENSG00000227868	C1orf234	Gene Expression
ENSG00000004487	KDM1A	Gene Expression
ENSG00000240553	RP1-184J9.2	Gene Expression
ENSG00000169641	LUZP1	Gene Expression
ENSG00000179546	HTR1D	Gene Expression
ENSG00000261326	RP5-1057J7.6	Gene Expression
ENSG00000125944	HNRNPR	Gene Expression
ENSG00000125945	ZNF436	Gene Expression
ENSG00000249087	C1orf213	Gene Expression
ENSG00000271420	RP5-1057J7.7	Gene Expression
ENSG00000204219	TCEA3	Gene Expression
ENSG00000088280	ASAP3	Gene Expression
ENSG00000007968	E2F2	Gene Expression
ENSG00000235052	RP1-150O5.3	Gene Expression
ENSG00000117318	ID3	Gene Expression
ENSG00000197880	MDS2	Gene Expression
ENSG00000142676	RPL11	Gene Expression
ENSG00000011007	TCEB3	Gene Expression
ENSG00000236810	RP5-886K2.3	Gene Expression
ENSG00000057757	PITHD1	Gene Expression
ENSG00000011009	LYPLA2	Gene Expression
ENSG00000117308	GALE	Gene Expression
ENSG00000117305	HMGCL	Gene Expression
ENSG00000179163	FUCA1	Gene Expression
ENSG00000188822	CNR2	Gene Expression
ENSG00000232557	RP11-4M23.3	Gene Expression
ENSG00000189266	PNRC2	Gene Expression
ENSG00000188529	SRSF10	Gene Expression
ENSG00000225315	RP11-293P20.2	Gene Expression
ENSG00000142661	MYOM3	Gene Expression
ENSG00000230703	RP11-293P20.4	Gene Expression
ENSG00000142677	IL22RA1	Gene Expression
ENSG00000185436	IFNLR1	Gene Expression
ENSG00000230023	RP11-10N16.2	Gene Expression
ENSG00000232298	RP11-10N16.3	Gene Expression
ENSG00000158055	GRHL3	Gene Expression
ENSG00000001460	STPG1	Gene Expression
ENSG00000001461	NIPAL3	Gene Expression
ENSG00000117602	RCAN3	Gene Expression
ENSG00000264443	RP4-594I10.3	Gene Expression
ENSG00000184454	NCMAP	Gene Expression
ENSG00000133226	SRRM1	Gene Expression
ENSG00000169504	CLIC4	Gene Expression
ENSG00000020633	RUNX3	Gene Expression
ENSG00000229162	RP11-84D1.1	Gene Expression
ENSG00000261025	RP11-84D1.2	Gene Expression
ENSG00000233755	RP4-799D16.1	Gene Expression
ENSG00000231953	RP4-706G24.1	Gene Expression
ENSG00000117614	SYF2	Gene Expression
ENSG00000117616	C1orf63	Gene Expression
ENSG00000272432	RP3-465N24.6	Gene Expression
ENSG00000187010	RHD	Gene Expression
ENSG00000183726	TMEM50A	Gene Expression
ENSG00000188672	RHCE	Gene Expression
ENSG00000204178	TMEM57	Gene Expression
ENSG00000157978	LDLRAP1	Gene Expression
ENSG00000225643	RP11-70P17.1	Gene Expression
ENSG00000117643	MAN1C1	Gene Expression
ENSG00000233478	RP1-187B23.1	Gene Expression
ENSG00000162430	SEPN1	Gene Expression
ENSG00000255054	RP1-317E23.6	Gene Expression
ENSG00000228172	RP1-317E23.3	Gene Expression
ENSG00000117640	MTFR1L	Gene Expression
ENSG00000223474	AL020996.1	Gene Expression
ENSG00000272478	RP1-317E23.7	Gene Expression
ENSG00000127423	AUNIP	Gene Expression
ENSG00000236528	RP1-125I3.2	Gene Expression
ENSG00000182749	PAQR7	Gene Expression
ENSG00000117632	STMN1	Gene Expression
ENSG00000158006	PAFAH2	Gene Expression
ENSG00000158008	EXTL1	Gene Expression
ENSG00000158014	SLC30A2	Gene Expression
ENSG00000158022	TRIM63	Gene Expression
ENSG00000175087	PDIK1L	Gene Expression
ENSG00000197245	FAM110D	Gene Expression
ENSG00000142684	ZNF593	Gene Expression
ENSG00000236782	RP11-96L14.7	Gene Expression
ENSG00000142675	CNKSR1	Gene Expression
ENSG00000188782	CATSPER4	Gene Expression
ENSG00000130695	CEP85	Gene Expression
ENSG00000142669	SH3BGRL3	Gene Expression
ENSG00000158062	UBXN11	Gene Expression
ENSG00000169442	CD52	Gene Expression
ENSG00000176092	AIM1L	Gene Expression
ENSG00000176083	ZNF683	Gene Expression
ENSG00000131914	LIN28A	Gene Expression
ENSG00000117682	DHDDS	Gene Expression
ENSG00000225891	RP3-476K8.3	Gene Expression
ENSG00000198830	HMGN2	Gene Expression
ENSG00000117676	RPS6KA1	Gene Expression
ENSG00000260063	RP5-968P14.2	Gene Expression
ENSG00000117713	ARID1A	Gene Expression
ENSG00000060642	PIGV	Gene Expression
ENSG00000204160	ZDHHC18	Gene Expression
ENSG00000175793	SFN	Gene Expression
ENSG00000226698	RP1-50O24.6	Gene Expression
ENSG00000142751	GPN2	Gene Expression
ENSG00000198746	GPATCH3	Gene Expression
ENSG00000090273	NUDC	Gene Expression
ENSG00000131910	NR0B2	Gene Expression
ENSG00000175707	C1orf172	Gene Expression
ENSG00000253368	TRNP1	Gene Expression
ENSG00000158246	FAM46B	Gene Expression
ENSG00000090020	SLC9A1	Gene Expression
ENSG00000224311	RP11-40H20.4	Gene Expression
ENSG00000142784	WDTC1	Gene Expression
ENSG00000186501	TMEM222	Gene Expression
ENSG00000142765	SYTL1	Gene Expression
ENSG00000142733	MAP3K6	Gene Expression
ENSG00000142748	FCN3	Gene Expression
ENSG00000174950	CD164L2	Gene Expression
ENSG00000181773	GPR3	Gene Expression
ENSG00000158195	WASF2	Gene Expression
ENSG00000241169	RP4-752I6.1	Gene Expression
ENSG00000237429	RP1-159A19.4	Gene Expression
ENSG00000126705	AHDC1	Gene Expression
ENSG00000000938	FGR	Gene Expression
ENSG00000233975	RP11-288L9.1	Gene Expression
ENSG00000126709	IFI6	Gene Expression
ENSG00000225886	RP11-288L9.4	Gene Expression
ENSG00000009780	FAM76A	Gene Expression
ENSG00000117758	STX12	Gene Expression
